Route_ID,Starting_Point,Ending_Point,Intermediate_Stops,Distance,Estimated_Travel_Time,Type_of_Transportation,Frequency_of_Service,Time_Schedule,Days_of_Operation,Special_Schedules
R1498,Floresport,Jamesland,['North Elizabethchester'],10.775125112644098,25,tram,5,06:33:01,Weekdays,Heart understand agreement teacher spend recognize.
R1499,Lake Crystal,Lake Julia,"['New Alicemouth', 'New Williamfurt']",16.469959914007166,46,tram,4,06:14:52,Weekends,Interesting run away drug learn model.
R1500,Richardburgh,Tylerstad,['Port Rebecca'],18.703094307322292,15,subway,1,10:03:04,Weekends,
R1501,Port Scott,West Kyle,"['Lake Joseph', 'Lake Thomas', 'Port William', 'Huntton', 'New Christian']",18.798883694148195,42,bus,2,01:58:22,Weekends,Near another huge subject machine serve probably.
R1502,West Nicholasbury,Evanmouth,['Gamblemouth'],18.23036213504343,28,subway,4,14:59:19,Weekdays,News pass minute cold.
R1503,Rowestad,Lake Kevinburgh,"['Combsstad', 'Juanbury', 'Riverahaven']",14.563156847765407,27,subway,5,07:59:39,Weekdays,
R1504,Wrightborough,Derekhaven,"['North William', 'Jacobburgh']",15.799167107601594,23,bus,1,08:08:15,Weekends,Under relate decide firm take Congress maybe.
R1505,Lake Danachester,Lake Amandaborough,"['South Christopher', 'New Crystal']",13.694965807093618,24,bus,5,13:00:13,Weekends,Receive everything general professional cover which customer.
R1506,Sheilafurt,Cruzberg,"['Elijahshire', 'Lake Johntown', 'Port Todd', 'Garciafort', 'Briggsmouth']",16.30292642699905,26,bus,1,10:09:51,Weekends,
R1507,Port Johnborough,South Cassandra,"['North Brenda', 'Loriside']",7.785943870615787,58,tram,3,00:31:15,Weekdays,
R1508,Frazierbury,Christopherbury,"['Ashleeview', 'Lake Jonathanville']",18.76192064778175,46,bus,5,01:31:51,Weekdays,
R1509,Port Christopher,Herrerabury,['North Aaronmouth'],16.493865774042288,34,tram,1,06:31:16,Weekdays,
R1510,South Michelle,Lake Barbarashire,"['Careyton', 'Christophershire', 'Robertmouth']",18.216917614696413,38,tram,4,17:14:42,Weekends,Shoulder ago finally.
R1511,Lake Shellymouth,Sherrymouth,"['Lesliefort', 'Rachaelborough', 'South Stevenhaven', 'Huntville', 'Fisherbury']",13.763438553036089,58,bus,2,15:02:35,Weekdays,Theory movie past young.
R1512,Lake Tammyfurt,North Alexandra,"['West Ashley', 'Johnbury', 'Donaldberg']",10.69795011462216,24,subway,4,21:22:14,Weekdays,Partner list member on.
R1513,Port Audreyville,Dawnberg,"['Johnstontown', 'Waterston', 'North Tyrone', 'West Diana']",6.905647142477924,40,subway,1,17:10:21,Weekends,History language find much.
R1514,Jamesshire,Williamsberg,"['New Thomas', 'West Alexandramouth', 'South Jerrystad', 'North Rebecca']",8.428439889283432,54,tram,2,23:26:52,Weekends,Time travel education kitchen out executive religious suggest.
R1515,Gonzalezland,South Wayneside,"['North Katelynchester', 'New Sherrifort']",11.503796508217128,54,bus,4,15:12:09,Weekdays,
R1516,North Markfort,West Lisa,"['North Ryanfort', 'Port Lawrenceton', 'Harryville', 'Christinastad', 'Sandrachester']",12.780380710612164,20,tram,2,08:22:42,Weekdays,
R1517,Lindastad,Perezchester,['South Craigstad'],15.913550199273931,57,subway,4,01:48:33,Weekdays,
R1518,North Richardmouth,Robertstown,"['Wongfurt', 'Port Robin']",8.162442259787145,38,tram,2,08:39:22,Weekdays,
R1519,Reynoldsbury,Pittmanmouth,"['West Laurastad', 'Margaretberg', 'Marcusside', 'Port Jason', 'Petersonhaven']",19.699885073474636,56,tram,5,17:42:52,Weekends,
R1520,Kristenmouth,Lake Sandra,"['East Paula', 'North Cory']",18.70502931988487,20,tram,5,23:00:46,Weekdays,Again few third should culture pick.
R1521,Lake Crystal,Brownfort,"['North Jenniferville', 'East Michael', 'East Richardstad', 'Monicabury']",17.56556977857491,34,bus,5,05:39:38,Weekends,He list while fly could game.
R1522,New Amandaport,Romeromouth,"['South Tammystad', 'Evansborough', 'Port Nathanchester', 'New Peter']",17.26032882694461,21,bus,3,08:51:47,Weekdays,Beautiful behavior television.
R1523,Port Rogerview,Lake Lauren,"['Robbinsview', 'West Jaredbury', 'Lake Tonytown', 'Lake Douglasfort', 'West Rhondafurt']",7.12600270336012,41,bus,2,08:24:38,Weekdays,Effect property standard top.
R1524,Susanchester,Annaton,"['Brendaton', 'West Cathy', 'North Donna', 'Hortonborough', 'North Christophershire']",18.49712187070556,56,bus,5,21:38:55,Weekends,
R1525,South Jenniferborough,New Morganland,"['New Robert', 'Port Ethanmouth', 'West Robertfurt', 'West Angelahaven', 'Hayesmouth']",10.928549706746756,41,bus,1,06:03:55,Weekdays,
R1526,East Christopher,North Lindsay,"['Newtonshire', 'Cruzshire', 'Joshuahaven']",15.043560865190294,53,bus,3,13:35:10,Weekends,Four interview somebody write blue.
R1527,New Joshuaborough,Bassshire,"['North Alexandermouth', 'West Markville', 'Villegasport']",7.16064841618911,31,bus,1,23:50:09,Weekdays,
R1528,Rachelburgh,South Cody,"['Lake Nataliemouth', 'New Shariport', 'South Eric']",18.551959806857525,48,tram,4,19:33:51,Weekdays,
R1529,East Jennifer,North Adam,['Jonathanmouth'],16.21484270266988,34,subway,5,10:14:56,Weekends,
R1530,New Kathrynfort,Munozfort,"['Port Matthew', 'Russellberg', 'New Savannahland']",14.644959490760115,60,tram,1,19:54:05,Weekends,Subject real voice big cover thought suffer.
R1531,Tiffanyside,Tammymouth,"['Port Jordanhaven', 'Sotomouth', 'Sherryberg', 'Robertburgh', 'North Sabrina']",18.285331721288355,29,bus,1,08:44:05,Weekends,Check financial point interview ago thus.
R1532,Nguyenhaven,New Jamesport,"['New Alyssa', 'Whiteland']",10.785509290605583,16,tram,2,12:56:15,Weekdays,Down any foot main military.
R1533,Danaville,Corymouth,"['West Jonathan', 'West Taylorland', 'West Paulaville']",16.33370664030319,29,bus,5,22:34:47,Weekdays,Medical miss trade set.
R1534,Lake Briantown,Aguirreton,"['Christinastad', 'West Jonathanton', 'Lake Michaelville', 'Lake Monicatown']",9.616479265002603,18,bus,1,11:55:37,Weekdays,Knowledge camera response picture nearly manager.
R1535,Nicolefort,Allenstad,['Crossland'],16.938360273052545,39,bus,5,06:09:01,Weekdays,Place organization should receive mother will.
R1536,Brendaton,West Nicole,"['South Melissa', 'Mcintyrehaven', 'Schmidtmouth', 'Hoodville']",9.478668370516168,35,bus,5,20:24:04,Weekends,Lay peace course possible cup their.
R1537,Darrellshire,Johnsonstad,"['Chadmouth', 'Sheppardton', 'Seanton']",18.672746346449223,55,tram,1,19:01:12,Weekdays,Watch action drive last from agent majority.
R1538,Mindyville,Shawntown,['Lake Jamesmouth'],11.398150977555137,60,bus,3,12:25:48,Weekdays,Source their make this.
R1539,Michaelchester,Cookhaven,"['Lake Jenniferton', 'Sarahfort']",15.21713466453955,49,subway,2,10:57:08,Weekends,Season range describe size or discuss.
R1540,West Samuelhaven,South Regina,"['Collinsville', 'Micheleton', 'Sydneyshire', 'East Tinaberg']",11.212074396246656,35,subway,2,15:33:52,Weekends,
R1541,East Rodney,Fosterport,"['South Timothy', 'East Benjaminshire', 'Burketown', 'Carlaport', 'Port Jennyport']",11.58205431426994,60,bus,3,07:29:55,Weekdays,
R1542,Francisview,Lake Doriston,"['Shelbyfort', 'Joelbury', 'Douglasburgh', 'East Mariabury', 'Stacieville']",14.591255111498189,17,tram,3,10:23:40,Weekends,
R1543,East Jon,Lake Julie,"['Michellefurt', 'East Claire', 'Robertton', 'Hendersonport', 'Claudiaview']",16.606245682812876,22,tram,1,20:09:26,Weekends,No indicate population scientist the officer.
R1544,South Sean,New Williammouth,['Collinsville'],17.381895050886314,33,subway,1,21:20:34,Weekdays,Pm nation just baby office look.
R1545,New Gregshire,Paulville,['South Cindy'],16.72357785662039,32,bus,1,22:02:22,Weekdays,Contain hope discussion pull a social account.
R1546,Jenniferton,Port Chadchester,['Taylorside'],9.789269129148401,54,subway,2,06:58:12,Weekends,Face water professional decide change either answer call.
R1547,Petersland,South Lauren,['North Kathy'],12.893355176346283,47,subway,4,03:57:37,Weekends,Particular seem list team hear speech.
R1548,Daniellehaven,East Dana,"['Lake Jacob', 'Hayston', 'East Victor', 'Tylermouth']",16.7472390121698,21,bus,4,21:28:43,Weekdays,Television this my because.
R1549,Edwardsshire,North Donaldville,"['New Alan', 'Lake Melissaside', 'Tuckerbury', 'Brianaport']",14.66493674334227,35,subway,4,11:23:01,Weekdays,
R1550,Washingtonburgh,West Jessicaburgh,"['Alvaradomouth', 'Castillofort', 'Lake Paulafort']",19.0708617926664,39,tram,2,18:07:42,Weekdays,
R1551,West Andrew,Port Michelle,['Hartmanberg'],13.046185623912452,59,bus,1,19:43:21,Weekends,
R1552,Lake Brittanystad,Burgessview,"['Port Davidstad', 'Brownstad', 'West Michelle', 'Lake Kevin', 'New Regina']",18.19699945328003,44,bus,3,18:47:35,Weekends,All out region for.
R1553,West Dale,Milesstad,"['North Brookebury', 'Nelsonchester', 'Andrewmouth']",11.427449855021255,44,subway,3,02:50:39,Weekdays,Bank another commercial.
R1554,Palmerhaven,North Stephanieberg,"['Juliaberg', 'South Dawn', 'Port Melissaland', 'West Joan']",17.81173767491142,55,tram,3,22:58:20,Weekends,Wide community perhaps ability shoulder.
R1555,Scotthaven,Kelseyland,"['Brookschester', 'North Cassandra', 'Smithfort']",12.142027461844108,18,bus,3,19:58:13,Weekdays,
R1556,Harperfurt,Johnsonport,"['West Jenniferville', 'West Heather', 'Lake Keith', 'Dunnberg']",7.3667141086266374,58,tram,3,23:58:25,Weekends,
R1557,East Janettown,Port Joshuaton,"['Williamsbury', 'Stephanieport', 'North Benjamin', 'Amandamouth', 'New Brittany']",5.716978384098765,28,bus,3,20:05:15,Weekdays,Blood herself stuff physical race.
R1558,Shawland,New Thomas,['Lewisbury'],14.268566165504323,34,tram,3,11:55:49,Weekends,
R1559,Cherylberg,West Stephaniefort,"['West Jasmineland', 'Haleport', 'Marioborough', 'Lake Thomaston', 'New Heathershire']",14.605026049520498,28,tram,2,04:12:35,Weekends,
R1560,New Justinbury,South Martin,"['Lake Lawrenceview', 'Jasonstad', 'East Alyssashire', 'Fullerside', 'Lake Maryborough']",5.921055529196078,25,bus,3,23:48:09,Weekends,Argue within sing perhaps sing another child.
R1561,New Michelle,Lake Joseph,"['Charleston', 'Kennethton', 'Hansonchester', 'Lake Davidshire']",7.041351722682487,39,subway,2,11:45:56,Weekdays,
R1562,Dylanmouth,Johnstonburgh,['Gregorymouth'],18.06039208896992,51,subway,3,15:20:15,Weekdays,
R1563,New Beth,Cardenasberg,"['New Lori', 'New Vanessa', 'East Ashleyburgh', 'Smithmouth']",6.2219793171965305,53,tram,5,15:02:49,Weekdays,
R1564,North Alexis,Brianaport,['Nathanville'],6.862984478860761,16,subway,3,13:50:46,Weekdays,
R1565,Longmouth,Davisburgh,"['West Kenneth', 'North Kristy']",10.325592137440808,36,subway,3,22:29:52,Weekends,Than section usually perhaps technology unit.
R1566,Knightside,New Erikfurt,"['New Timothy', 'Markberg', 'Port Brianview', 'South Brian']",18.59750340052603,34,bus,5,21:54:32,Weekends,
R1567,Lake Katherinebury,North Jamestown,"['North Benjamin', 'Francistown']",12.621189265277376,30,subway,2,18:18:14,Weekends,Relationship within yourself like will expert popular.
R1568,Kleinview,Lake Keithborough,"['Meghanchester', 'Johnberg', 'Brendamouth', 'Hicksland']",8.023372696322129,26,tram,1,04:18:54,Weekends,
R1569,South Adamville,New Dustinton,"['Lake Randyfurt', 'Port Tiffany', 'West Colleen', 'South Jeremy']",16.649455688766025,47,bus,3,21:02:58,Weekends,
R1570,Josephberg,Crystalshire,"['Edwardschester', 'Garrettfort', 'Bradshawborough', 'Tammychester']",17.087651764960977,20,bus,4,08:53:01,Weekdays,
R1571,Jeremyland,Lindafort,"['Shermanside', 'Hensonville', 'Dannyburgh', 'South Meghanmouth', 'Port Kristen']",15.746957262499523,29,subway,3,09:13:03,Weekends,Central inside song card main.
R1572,North Johnchester,East Susanville,"['Michaelton', 'East Garyland', 'Port James', 'New Laura', 'Tabithashire']",5.486989871780608,18,bus,2,00:43:11,Weekends,Friend life claim capital attack first dog my.
R1573,New Reginald,Port Regina,"['Stevenmouth', 'Hayeston', 'South Matthewborough', 'Samanthaville', 'Port Rogermouth']",8.473563507996221,46,tram,2,15:34:02,Weekends,
R1574,Lake Maryhaven,Annland,"['Willisstad', 'Lake Jennifer']",13.50135780119363,41,bus,3,03:28:54,Weekends,Play together political decision employee arrive sport.
R1575,Perkinsbury,Matthewland,"['Grayton', 'West Jeremy', 'Lake Josephtown', 'Abbottmouth']",18.042985844469012,36,tram,3,15:52:21,Weekdays,
R1576,Port Michaelchester,Rebeccaborough,"['New Carolyn', 'Rodriguezland', 'Tonibury', 'East Julia']",14.581455171360458,31,bus,2,02:55:52,Weekdays,
R1577,Wilsonshire,Oneillland,['Kristenside'],9.135702589163634,46,tram,5,07:29:27,Weekends,
R1578,Alexandrahaven,Lake Nicolas,['North Johnfort'],19.637195536159414,51,tram,5,12:04:03,Weekends,
R1579,East Lance,West Carrie,['Stephentown'],15.218974608536579,36,bus,2,06:35:30,Weekends,
R1580,South Patricia,Andrewfort,"['Crosbyberg', 'Sanchezmouth', 'South Maryfort', 'Williamshaven']",5.582065733866256,45,bus,4,17:49:22,Weekends,
R1581,East Brian,Samanthaton,"['North Angela', 'Lake Courtney', 'Melissafurt', 'Port Kaylaport', 'Joshualand']",7.642357466198238,16,subway,2,00:11:11,Weekends,Case might once choice since.
R1582,Lake Jeanneview,Johnsonport,"['East Marychester', 'North Daniellemouth', 'Dodsonside']",11.001701458776449,28,bus,4,22:10:32,Weekends,Close hotel avoid top source traditional.
R1583,Randyfurt,North Christina,['New Rachel'],13.173370901941672,45,subway,1,08:09:24,Weekends,
R1584,Keithland,Teresastad,"['North Amy', 'West Suzanneville', 'Mariaport', 'Port Ashley', 'Larryville']",18.964257426418833,54,subway,5,18:51:42,Weekdays,Group article industry number woman.
R1585,North Ryan,West Tammy,"['Frazierton', 'South Nicole', 'Cherylfort']",10.933657979024765,59,subway,2,04:21:22,Weekdays,Try everybody interest step finish much.
R1586,Port Michelle,Guzmanshire,"['Port Courtney', 'North David', 'Davefort', 'Port Robin', 'Adamfurt']",19.819420468881663,60,subway,2,00:05:56,Weekends,
R1587,Erikafort,Stacytown,['East Adrianmouth'],12.549511664470778,28,bus,2,17:24:18,Weekends,
R1588,East Rachel,Susanmouth,"['Buchananhaven', 'Pachecoborough', 'Wandaton', 'South Coryside', 'North Johnberg']",10.349217118247207,29,tram,1,10:47:53,Weekdays,
R1589,New Rebeccaville,Lake Christianton,"['East Kimberlyside', 'Deborahberg', 'Lorishire']",15.70615281465146,39,bus,3,11:50:19,Weekdays,
R1590,Evanfort,Emmafurt,"['West Hollyberg', 'Kennethbury', 'Masontown']",13.616889717205181,48,subway,5,18:44:58,Weekdays,Skin use job sea security old share man.
R1591,Michaelstad,Lake Andrew,"['Stephenstown', 'Jodistad', 'Lake Kristenmouth']",17.31996162496832,53,subway,1,21:27:24,Weekends,
R1592,North Alan,Stephenport,"['East Melissa', 'North Eileen', 'North Dakota', 'West Alyssa', 'North Timothyfort']",8.16523573760329,33,bus,5,13:10:08,Weekdays,Personal such go.
R1593,Maynardshire,East Allisonfort,"['Amyfurt', 'Mcdanielberg', 'Lake Gabriel', 'North Brentchester']",18.035375142751665,50,subway,1,03:39:27,Weekdays,
R1594,South Joanne,South Isaac,"['Port Peter', 'Mitchellburgh', 'Shanebury', 'Lake Kristin']",5.944885394093188,52,subway,5,10:34:36,Weekdays,
R1595,South Lauren,Lake Brandonchester,"['East Amandaview', 'Kimberlyborough']",11.5483834530227,38,tram,5,02:03:02,Weekends,Brother describe we local type interview short.
R1596,Hillton,South Joel,"['West Patrickchester', 'South Michael']",15.33580433247408,22,bus,4,12:26:47,Weekends,Item trouble early instead once share bring.
R1597,West Jennifer,Mcdowellberg,['Port Joseph'],19.294177363354144,40,bus,2,01:12:15,Weekdays,
R1598,East Danielburgh,Holmeschester,"['Kellytown', 'South Carolyn', 'Charlesbury']",16.94253049015898,59,tram,3,11:06:46,Weekends,
R1599,South Brian,Lake Lydialand,"['Perezburgh', 'Port Amy', 'Port Brianchester', 'Jamesport']",15.278119300807166,41,bus,1,22:50:59,Weekdays,
R1600,Simpsonburgh,Vasquezport,"['Lake Josephhaven', 'New Cory', 'Caitlynbury', 'Hernandezstad', 'Matthewston']",16.658308961470986,53,tram,3,15:37:05,Weekends,
R1601,Riveraview,East Cheryl,['Quinnport'],19.362541676617635,54,subway,3,07:25:43,Weekends,
R1602,Sarahborough,Josephtown,"['Biancaville', 'Wilsonside']",17.936573671161,33,tram,5,14:19:40,Weekdays,
R1603,New Richard,Torresborough,['Port Lauren'],6.854257367424558,23,subway,5,11:45:07,Weekends,Keep information actually worker eye.
R1604,North Aimee,Theresaville,"['Walkerstad', 'East Moniquetown', 'Port Brandonmouth', 'North Darren']",6.640555511290387,53,subway,5,04:07:09,Weekdays,
R1605,Bradfordhaven,North Shawnchester,"['North Lisa', 'Charlesfurt', 'South Alexandra']",17.26487226887581,32,bus,2,21:16:07,Weekends,
R1606,Lambburgh,Pamelahaven,"['Lake David', 'Lisaberg', 'Port Andrewton', 'Johnmouth', 'Lake Francis']",14.894391617275408,39,bus,5,06:38:10,Weekends,
R1607,East Kimberlyton,New Ashlee,"['Lisaville', 'Scottchester', 'West Kenneth']",10.408713708457888,38,subway,2,07:55:02,Weekdays,Continue international keep there effort computer its.
R1608,New Lisa,North Eric,"['Parksfurt', 'New Dustinborough', 'Taylorport', 'Michelestad', 'Samanthachester']",6.436530199347381,27,bus,5,16:30:51,Weekdays,Number force identify.
R1609,South Charles,West Jessica,"['Morganfort', 'South Jordanmouth']",19.08432495192242,40,subway,4,08:25:23,Weekends,Our detail suggest his able.
R1610,East Christopher,Port Robertborough,"['South Timothymouth', 'North Angelaland']",12.695853977894789,56,tram,2,22:26:31,Weekdays,Space until thought southern past community represent.
R1611,Bryantmouth,New Beth,"['Josephfort', 'South Ericaland']",18.27406335103378,44,tram,5,11:17:34,Weekdays,
R1612,Lake Paul,Poncechester,"['North Elizabeth', 'Mendozaville']",9.659284996350964,17,tram,4,09:14:30,Weekends,
R1613,New Robert,New Elizabethborough,"['New Josephville', 'East Steven', 'Emilybury', 'North Steven']",6.407368159168453,42,bus,4,18:21:51,Weekends,
R1614,Leeport,Bruceside,['Andrewtown'],14.370049810853953,51,bus,5,12:52:06,Weekends,
R1615,Lake Gary,Williamschester,"['Hernandezfort', 'Lake Amy', 'Howellberg', 'North Matthewhaven']",5.505697271049431,42,bus,2,07:38:13,Weekends,
R1616,Lisaland,Reginafort,"['New Paulland', 'West Kennethfurt', 'Michaelchester', 'Garciaport', 'Karentown']",17.82181279693395,20,subway,5,05:26:56,Weekdays,Book report attention agent once according.
R1617,South Matthewchester,South Stevenshire,['West Marytown'],16.905686151299015,51,tram,4,06:24:14,Weekdays,
R1618,Port Adam,Johnsonbury,"['Zacharymouth', 'Kylestad', 'Ericksonville', 'West Kristina']",13.708517483491104,47,tram,3,20:50:58,Weekends,One then contain.
R1619,Williamsville,Lake Tiffany,"['South Roger', 'Melissahaven', 'North Jay', 'West Juan']",18.313915635750156,36,subway,2,20:16:55,Weekdays,Team trade half fly offer pretty someone order.
R1620,East Jasontown,Mooreport,['New Natashatown'],9.26971411015317,51,tram,2,03:00:41,Weekdays,
R1621,Helenborough,Christopherchester,"['Jessicaport', 'Brittanyton', 'East Alexandra', 'Markhaven']",5.675154860465305,55,subway,1,16:32:50,Weekends,
R1622,Hoffmanburgh,Duncantown,"['West Dennisberg', 'Boydmouth', 'Port Bryan', 'Wardport', 'Shannonburgh']",15.439301234729452,60,subway,2,15:39:49,Weekdays,
R1623,Lake Jamie,South Nicolemouth,"['Mcdonaldfort', 'Danielleview', 'South Scott', 'Morganhaven', 'Davidstad']",19.673559359001622,15,tram,4,09:28:30,Weekends,
R1624,Robertsside,Lake Joseph,"['East Eric', 'Port Ryanchester', 'South Curtis', 'Foxbury', 'Stephenview']",11.366438953360808,37,subway,4,22:13:58,Weekends,
R1625,South Ronald,Jonesburgh,"['New Michael', 'Nathanielberg', 'Hamiltonstad', 'East Michael', 'Rosalesview']",12.700542306261863,42,bus,1,03:07:52,Weekends,Window parent serve party lose after.
R1626,Lake Tracyside,New Danny,"['West Richardfurt', 'Kingmouth']",7.437214143895332,49,subway,1,00:22:38,Weekdays,
R1627,Martinmouth,Martinton,"['Gonzalezburgh', 'Calvinmouth', 'Ryanside', 'West Nicole']",13.603548367316469,21,bus,4,14:30:26,Weekdays,
R1628,East Josephside,Margarethaven,"['Jocelynberg', 'Mckenziechester', 'North Christineville', 'Burnsstad']",6.051362568224022,43,subway,2,07:31:10,Weekends,Break also thank some toward name yet not.
R1629,West Jonathan,South Ashleestad,"['East Angelastad', 'Shannonside', 'Rochastad', 'Wigginsville']",9.897851220251795,59,subway,2,12:42:10,Weekends,
R1630,Bentleyhaven,East Amandaport,"['Lindseyville', 'Matthewbury']",6.882742937732728,54,tram,5,03:04:22,Weekends,Score of claim beyond reality.
R1631,Mikeberg,Lake Susan,"['East Lisa', 'Stevenhaven', 'Robertahaven']",18.698715309276714,60,subway,3,05:44:53,Weekdays,Sister writer rock hand north.
R1632,South Lindsay,Carlsontown,['Lewistown'],16.652881726917943,33,subway,4,07:37:33,Weekdays,
R1633,South Feliciaton,North Samueltown,['West Jonathanton'],8.399255306445195,42,tram,1,21:17:38,Weekdays,
R1634,Port Cynthia,South Kevin,"['Ryanborough', 'Lake Matthew', 'Robertport', 'New Collin']",14.74643096599525,29,bus,4,11:19:20,Weekends,Fact foreign prove son.
R1635,Melendezbury,Brandyberg,['Gutierrezview'],9.66937767891368,38,tram,1,13:35:11,Weekends,
R1636,East David,Janiceshire,"['East Karen', 'Hallmouth', 'Philipton']",9.135941969464678,20,tram,1,17:33:18,Weekdays,Five likely help pretty.
R1637,Elizabethview,Maryfort,['Gonzalezmouth'],15.730821276340741,48,bus,4,03:11:26,Weekdays,Product son second play never.
R1638,Lake Melindamouth,Robinberg,"['Murraymouth', 'Katelynberg', 'North Brenda', 'East Travis', 'Richardside']",17.307608836425338,40,bus,4,17:16:08,Weekdays,
R1639,Petertown,Rodriguezhaven,"['East Alexside', 'Meltonmouth', 'Jesseland', 'Johnchester', 'Timothyton']",6.191279346188704,35,tram,4,04:51:53,Weekdays,A base although information wind lay hundred beyond.
R1640,East Jessica,Williamsshire,['East Wendy'],10.293017749102052,59,tram,1,11:01:17,Weekends,
R1641,Walkerbury,East Richard,"['Lake Curtis', 'Lake William', 'South Caleb']",16.64136706991277,37,bus,4,05:16:55,Weekdays,Visit thank property too expect.
R1642,Anthonyfort,Lake Dawn,"['Lisamouth', 'Casestad', 'East Jenniferburgh', 'Lindsayborough']",10.105514031960046,34,subway,1,01:34:39,Weekends,
R1643,Jenniferborough,Herreraton,"['Tonyshire', 'Laneport', 'East Rodney']",7.443152839314507,51,tram,4,21:33:13,Weekends,
R1644,New Donald,New Kariborough,"['Toddton', 'Port Duanechester', 'New William']",19.038273459988275,16,tram,3,05:14:54,Weekends,
R1645,New Chelsea,Hawkinsborough,"['Mckeeville', 'Kelleyburgh', 'West Pamchester']",8.059917402160316,51,tram,5,04:57:08,Weekdays,
R1646,Carolhaven,South Ronald,"['New Garymouth', 'Kingbury', 'East Patrick', 'North Maryberg', 'Fieldsport']",10.127081582306284,27,subway,5,04:59:43,Weekdays,Control chance amount southern show cut likely.
R1647,Bradleybury,North Jennifer,"['East John', 'Richardborough', 'West Eugene', 'Nolanbury']",12.283611466815447,37,tram,4,11:20:32,Weekends,
R1648,Bradleyview,Brownstad,"['South Gregory', 'West Wayne', 'South Erinstad', 'Sonyafurt', 'South Jamiefort']",12.787837840869116,32,bus,2,00:19:49,Weekdays,Party several treat central just.
R1649,Donnastad,Mooreland,"['South Davidtown', 'Lake Brandon']",10.652017900083218,24,subway,4,12:13:53,Weekdays,Back leave condition they black development spring.
R1650,North Kristiview,Joshuabury,"['Shawhaven', 'North Lisa']",8.785918659508809,51,bus,3,13:35:26,Weekdays,Space citizen far yeah well find seem drug.
R1651,Davidmouth,Meghanbury,"['Michaelside', 'Kennethside', 'Stephanieview', 'East Steve', 'Lake Daniel']",8.679588943409955,32,subway,5,12:06:41,Weekdays,Second about mean president.
R1652,Richardsonville,Tannerbury,"['Cathyfort', 'Port Keithshire', 'Port James', 'Brewerport']",16.29428601041338,45,subway,5,03:06:34,Weekdays,Eye morning author.
R1653,Kimberlyfurt,Grimeschester,"['South Michaelside', 'Lake Caitlin', 'Davishaven']",9.441936197234739,15,subway,1,07:37:56,Weekends,
R1654,Tinaside,South Anthony,"['Lake Harry', 'North Christopher']",12.841558734242996,33,tram,4,06:45:45,Weekends,
R1655,Port Adamland,Annettechester,"['North Alexanderland', 'Melissaborough', 'Hughesland']",13.345231573521236,38,tram,2,09:15:21,Weekdays,
R1656,Ernestside,Loriland,"['Port Lisa', 'Christinaview', 'North Davidview']",10.242839543076848,36,bus,2,05:22:44,Weekends,May when develop.
R1657,South Sheri,Davidport,"['Aguilarfort', 'Jamesport']",6.377948754747993,57,tram,1,10:09:54,Weekdays,
R1658,Byrdchester,Bowersport,"['South Andrew', 'Port Jenniferview', 'Port Michelle', 'North Jeff']",18.437681479013662,53,tram,5,22:43:18,Weekends,
R1659,South Elizabeth,North Christopher,"['Clarkland', 'Laraton', 'Cathyport', 'Melendezmouth']",14.384145647723363,52,tram,5,22:24:38,Weekdays,Those movement sure do.
R1660,Velazquezport,Collinsfurt,['New Alyssa'],10.036624415284379,51,subway,3,12:26:08,Weekdays,
R1661,Michelleshire,Hansenton,"['Weberberg', 'Moodyfort', 'East Michael', 'Michaelshire']",9.186189306918779,36,tram,4,06:34:08,Weekends,Next figure check Democrat financial.
R1662,Melissamouth,North Matthew,['Michaelhaven'],17.99118194115985,56,subway,4,15:21:31,Weekends,
R1663,Davidborough,Stevetown,"['Jenniferview', 'South Christopher', 'Montgomerytown', 'Bobbyfort', 'Harrisstad']",17.212103271707228,26,tram,3,09:49:31,Weekdays,
R1664,North Jon,Phillipchester,['New Kimport'],19.048356317466258,59,bus,1,03:05:36,Weekends,
R1665,North Amy,Barreraport,"['East Jason', 'Port Ashleyburgh', 'Wrightmouth', 'New Lorraineshire']",14.99396244271578,59,bus,4,08:44:20,Weekdays,
R1666,North Anthonyside,West Nicolemouth,"['South Pamela', 'South Ericchester', 'Bellburgh', 'Catherineton', 'Lake Jennifershire']",19.466658215793515,39,bus,5,07:25:09,Weekends,
R1667,Walkerside,New Timothyville,"['Gibsonside', 'Daviston', 'West Christina', 'Lake Ginaton', 'New Williamfort']",17.065249609842255,19,subway,2,20:50:59,Weekends,Strategy party surface stage end company cost life.
R1668,Nicoleton,Murphyburgh,['Ericmouth'],14.793038310443999,59,tram,1,18:48:45,Weekdays,
R1669,New Anthonyville,Marymouth,"['Sanchezhaven', 'Schultzfort', 'Holmesfurt', 'West Ryanstad', 'Tinastad']",7.046354070878922,18,subway,2,15:21:22,Weekends,Take staff course.
R1670,Davidtown,Port Ryan,"['Brianside', 'Castroton', 'Erikview']",12.709689997501329,29,bus,1,18:26:31,Weekends,Likely possible room result wrong politics.
R1671,New Toddfurt,South Katrina,['Michaelton'],14.965163710529579,54,subway,1,11:08:52,Weekdays,
R1672,West Aaronview,Port Kathryn,['North Wesleyland'],18.947224823184193,38,bus,4,15:20:34,Weekdays,Bring off open appear.
R1673,West Josephfort,South Craig,"['North Rachel', 'Port Daltonview', 'Lake Ernestburgh']",10.632333881749833,50,bus,1,05:27:18,Weekdays,
